,Date,company,current_price,momentum,moving_average,moving_volatility,trading_range,target_return,exp_market_change,rates,Revenue,Cost_of_Sales,Gross_profit,Operating_profit,Net_Profit,Issue_of_shares,Share_repurchase,Non_current_assets,Current_assets,Non_current_liabilities,Current_liabilities,net_cash_op_act
49375,2015/08/18, Shoprite Holdings Ltd,16025.0,-0.019877675840978593,16627.783333333333,549.3566064709445,417.25,-0.1295475819032761,-0.055497774264675295,6.16,113694.0,90180.0,23514.0,6183.0,3737.0,157.0,79.0,18035.0,25872.0,5660.0,19100.0,3756.0
49506,2016/02/23, Shoprite Holdings Ltd,15103.0,0.03807821843425665,13980.116666666667,632.9332867532027,535.25,0.07515063232470376,-0.07615290611667345,6.93,62519.0,49565.0,12954.0,3381.0,2926.0,81.0,28.0,19924.0,31629.0,5756.0,24987.0,3336.0
49628,2016/08/23, Shoprite Holdings Ltd,19853.0,0.19805684629774908,18088.116666666665,1786.8867262920103,521.5666666666667,-0.07721754898504007,-0.05008948223726164,7.3,130028.0,102792.0,27236.0,7221.0,4262.0,156.0,28.0,20086.0,28164.0,1494.0,25370.0,1443.0
49867,2010/03/11, Sanlam Ltd,2505.0,0.11086474501108648,2331.0833333333335,88.85491729602458,46.93333333333333,-0.09381237524950103,0.011916743830266918,6.95,60671.0,52639.0,8032.0,7869.0,4397.0,942.0,0.0,137887.0,196942.0,216889.0,29108.0,3993.0
49991,2010/09/09, Sanlam Ltd,2400.0,0.009676062263357174,2402.2833333333333,64.80115390964998,57.13333333333333,0.11874999999999991,0.006150608991219196,6.08,20709.0,17228.0,3481.0,3488.0,1986.0,79.0,1054.0,139038.0,193665.0,215717.0,29976.0,1386.0
50118,2011/03/10, Sanlam Ltd,2663.0,-0.018429782528566162,2753.266666666667,42.25783115333702,63.13333333333333,0.01764926774314679,-0.027085742317530397,5.5,67285.0,57930.0,9355.0,9252.0,5523.0,191.0,1076.0,148833.0,212358.0,232706.0,32989.0,904.0
50240,2011/09/08, Sanlam Ltd,2782.0,0.036126629422718805,2682.8333333333335,86.41272008268814,66.66666666666667,0.061826024442846794,-0.0083008517395698,5.49,24862.0,20751.0,4111.0,4011.0,2274.0,87.0,1184.0,148047.0,219032.0,237346.0,33693.0,5532.0
50366,2012/03/08, Sanlam Ltd,3129.0,0.06718963165075034,3015.85,79.42629564997455,60.266666666666666,0.09427932246724202,0.03825779870512066,5.54,54278.0,45624.0,8654.0,8490.0,5166.0,89.0,956.0,176483.0,205720.0,247793.0,34628.0,18929.0
50490,2012/09/06, Sanlam Ltd,3766.0,0.09127789046653144,3633.4333333333334,80.63505707431993,61.25,0.08603292618162506,0.04655809771205915,4.94,36638.0,32131.0,4507.0,4431.0,2402.0,161.0,441.0,126986.0,278622.0,259363.0,39247.0,6523.0
50615,2013/03/07, Sanlam Ltd,4790.0,0.13695703774032755,4522.833333333333,156.88980983284054,94.31666666666666,0.006680584551148172,0.054443601563867655,5.05,88580.0,78375.0,10205.0,9815.0,5655.0,148.0,277.0,194419.0,249145.0,291060.0,37524.0,11002.0
50739,2013/09/05, Sanlam Ltd,4695.0,0.05057059744909376,4617.533333333334,152.60344828799236,139.21666666666667,0.09840255591054303,0.08012965050732808,5.06,40431.0,35158.0,5273.0,5147.0,3508.0,143.0,182.0,164523.0,340248.0,296482.0,52023.0,7228.0
50864,2014/03/06, Sanlam Ltd,5227.0,0.024901960784313726,5097.4,186.32886909343486,151.2,0.18232255595944147,0.0809391643537619,5.73,102000.0,89794.0,12206.0,11909.0,8131.0,148.0,308.0,325443.0,235861.0,325144.0,57165.0,10372.0
50987,2014/09/04, Sanlam Ltd,6879.0,0.1214541897619824,6260.633333333333,195.12168881583273,123.25,0.06410815525512437,0.020411731281961623,6.0,50160.0,43099.0,7061.0,6905.0,4539.0,176.0,494.0,320443.0,256614.0,376737.0,43503.0,4539.0
51112,2015/03/05, Sanlam Ltd,7280.0,0.058755090168702735,7063.216666666666,462.70915899647474,192.5,-0.07129120879120876,0.06813221787760299,5.8,92060.0,79437.0,12623.0,12243.0,8729.0,0.0,535.0,348771.0,262482.0,400973.0,42699.0,35944.0
51236,2015/09/03, Sanlam Ltd,6141.0,-0.08397971360381862,6691.016666666666,313.1056837699644,202.41666666666666,0.02426314932421425,-0.015725833094729424,6.24,46424.0,39108.0,7316.0,7114.0,5096.0,205.0,447.0,360328.0,275943.0,407187.0,52988.0,5628.0
51367,2016/03/10, Sanlam Ltd,5932.0,0.19044752157334938,5587.5,273.7235088954825,262.6166666666667,0.0620364126770061,0.044512013900002284,7.04,85293.0,70699.0,14594.0,14039.0,9391.0,409.0,1146.0,427806.0,246702.0,425839.0,55071.0,32593.0
51489,2016/09/08, Sanlam Ltd,6515.0,0.05233403327410758,6378.483333333334,328.2911322502313,194.13333333333333,-0.050959324635456604,0.020089725352883246,7.29,49796.0,43325.0,6471.0,6171.0,2372.0,168.0,566.0,400513.0,289310.0,431275.0,59542.0,-3231.0
51710,2010/03/03, Steinhoff International Holdings Ltd,1966.0,0.05415549597855228,1985.3,66.72490958646591,54.483333333333334,-0.04018311291963372,0.02827466820542412,6.95,2270.554799,2041.086752,229.4680472,181.1253164,144.2971113,86.63309786,0.548310746,3597.101264,1769.764318,1532.25438,1313.1128509999999,269.86027210000003
51839,2010/09/08, Steinhoff International Holdings Ltd,1872.0,-0.023983315954118872,1843.9,46.4300822998702,43.38333333333333,0.1479700854700854,0.008903886810863555,6.08,4390.1413729999995,2864.832263,1525.30911,470.08507960000003,323.5947253,212.65318430000002,0.8224661190000001,3453.6266189999997,1769.947088,1654.344906,1098.175039,520.7124384
51961,2011/03/02, Steinhoff International Holdings Ltd,2402.0,0.10742277547256801,2416.366666666667,75.78671380064503,68.53333333333333,-0.013738551207327254,0.013781892713265955,5.5,2192.694673,1965.237099,227.45757450000002,188.07058590000003,152.4303874,150.0543741,3.5640198489999997,3429.866486,1867.820556,1747.283577,1017.481974,270.9568936
52088,2011/09/07, Steinhoff International Holdings Ltd,2200.0,-0.06303236797274275,2239.5333333333333,71.10828855038345,68.51666666666667,0.07363636363636372,-0.025268048606147248,5.49,3933.2157509999997,2404.708162,1528.50759,489.8242664,469.35399860000007,793.1314941,34.08665137,6830.946659,2388.167454,3239.419887,2213.987407,658.1556654
52214,2012/03/07, Steinhoff International Holdings Ltd,2653.0,0.07408906882591093,2485.7833333333333,126.30969361282499,56.96666666666667,-0.02940067847719563,0.03268425967557846,5.54,3440.1930049999996,3031.244574,408.9484314,305.95739629999997,265.6565564,180.0286949,0.63969587,7497.326985,2720.6265359999998,3584.855657,2599.724017,415.98508589999994
52338,2012/09/05, Steinhoff International Holdings Ltd,2602.0,0.01442495126705653,2496.733333333333,63.955722678098475,54.05,0.046887009992313544,0.02905577103116223,4.94,7350.471090000001,4733.74944,2616.72165,723.3132591,516.7828781000001,249.938315,0.0,8272.272839,3878.658832,4079.340565,3139.079021,947.480969
52463,2013/03/06, Steinhoff International Holdings Ltd,2567.0,-0.07160940325497288,2726.233333333333,72.61049246370006,58.516666666666666,-0.026100506427736647,0.0511258821117976,5.05,5235.636543,4660.9154960000005,574.7210468999999,389.84894039999995,296.179188,175.8249792,39.56975883,9000.886436,4493.315178,4551.161962,3561.917991,584.1337147
52592,2013/09/11, Steinhoff International Holdings Ltd,3213.0,0.34266610948600085,2650.516666666667,189.46029427652002,83.93333333333334,0.23311546840958597,0.06912480409139651,5.06,10553.70247,9519.679787000001,1034.022682,841.4742248,667.1114076,171.6212635,41.39746132,10528.11463,4517.440850999999,5323.549033,3634.020854,1324.718762
52712,2014/03/05, Steinhoff International Holdings Ltd,5175.0,0.3061585058051489,4602.7,263.47876767768724,124.78333333333333,0.0641545893719806,0.06912706521468265,5.73,6161.459238,5579.518765999999,581.9404717,485.2550102,421.37680830000005,680.9105614,50.07904813,12290.38537,5408.171658,5783.124823,4408.327013,726.6031235
52840,2014/09/10, Steinhoff International Holdings Ltd,5262.0,-0.03200883002207505,5368.316666666667,219.26475689408687,122.46666666666667,0.12124667426833913,0.004265278446126252,6.0,10725.32373,9571.860693,1153.463039,1134.7290890000002,922.0759045,1105.760004,474.0146399,12485.03569,6004.094054,6334.542663,4133.166403,1739.881382
52960,2015/03/04, Steinhoff International Holdings Ltd,6620.0,0.12203389830508475,6167.733333333334,373.06194635638593,123.2,0.12658610271903314,0.0633263426643567,5.8,5904.849809,5180.805468,724.0443401,642.3460388999999,451.9908249,1869.282718,50.35320351,12497.09852,6471.62035,5393.458653,3877.56221,829.0458478999999
53089,2015/09/09, Steinhoff International Holdings Ltd,8158.0,0.13242642976124375,7713.3,198.50545823519352,183.6,0.01740622701642569,-0.030486202365308804,6.24,12324.92895,10925.36577,1399.563179,1520.465699,1223.0071189999999,8690.999479,473.374944,19991.77534,8661.116543,6838.348854000001,5166.91493,1726.2649989999998
53209,2016/03/01, Steinhoff International Holdings Ltd,8482.0,0.021927710843373496,7688.916666666667,309.81805987707116,238.95,0.0873614713510964,0.007212080234392608,7.04,6700.0,4250.0,2450.0,802.0,635.0,7062.0,512.0,15796.0,7105.0,5884.0,4831.0,802.0
53338,2016/09/08, Steinhoff International Holdings Ltd,8516.0,-0.0370872908186341,8714.966666666667,343.51463426587316,220.23333333333332,-0.23085955847815876,0.020089725352883246,7.29,13059.0,8289.0,4770.0,1461.0,1168.0,7062.0,512.0,16632.0,8109.0,7050.0,4613.0,1461.0
53690,2010/09/10, Sasol Ltd,28940.0,-0.0020689655172413794,28566.933333333334,596.166137311455,681.65,0.14968901174844507,-0.0050323508267433505,6.08,16108.0,10433.0,5675.0,3154.0,2100.0,1084.0,0.0,13398.0,7004.0,4742.0,2982.0,27338.0
55459,2010/05/19, Tiger Brands Ltd,17700.0,0.014326647564469915,18325.716666666667,495.8307561059645,480.01666666666665,-0.02259887005649719,0.002400662251655629,6.58,10313.3,8718.9,1594.4,1463.7,1046.3,229.7,742.4,6253.0,6168.2,954.9,3608.0,1825.2
55591,2010/11/24, Tiger Brands Ltd,18600.0,0.029045643153526972,18463.9,213.07233593097766,354.46666666666664,-0.028279569892473155,0.15554169265959658,5.65,19554.7,16539.6,3015.1,3015.6,2192.3,157.2,1164.3,6288.6,6695.3,878.0,3504.5,3492.6
55841,2011/11/23, Tiger Brands Ltd,22255.0,0.08991625446887702,21734.5,1126.5331774965416,598.4333333333333,0.11435632442147825,0.009075667006852311,5.49,20479.0,17234.0,3245.0,3592.0,2584.0,773.0,372.0,9503.0,6693.0,1214.0,4736.0,3777.0
55961,2012/05/22, Tiger Brands Ltd,26572.0,0.07145161290322581,27085.316666666666,965.2369778699039,620.6166666666667,0.04245069998494655,-0.026699904877488766,5.56,11591.0,9883.6,1707.4,1805.1,1208.3,37.1,0.0,9856.6,7569.5,1094.6,5747.8,1276.1
56104,2012/12/11, Tiger Brands Ltd,31757.0,0.22142307692307692,28088.166666666668,1275.2170591800582,663.6,-0.0010391409767924742,0.06682852429420737,4.99,22770.9,19296.6,3474.3,3776.5,2769.3,59.3,90.1,3359.2,7783.5,935.8,5222.1,4224.5
56218,2013/05/30, Tiger Brands Ltd,29200.0,-0.05489383738995339,29431.583333333332,1141.157905734604,799.8,0.03767123287671237,0.0639628675742224,5.03,13984.0,12303.0,1681.0,1745.0,1311.0,597.0,0.0,13908.0,10005.0,2511.0,8479.0,2165.0
56339,2013/11/20, Tiger Brands Ltd,30350.0,0.01675041876046901,29596.583333333332,634.1282362881403,605.7333333333333,-0.15196046128500829,0.05235289537207673,5.07,27003.5,23931.1,3072.4,3223.3,2569.2,596.9,0.0,14474.8,9464.0,2284.1,8330.3,4311.3
56459,2014/05/21, Tiger Brands Ltd,29921.0,0.162522340508198,27068.033333333333,1175.0425735771298,782.9166666666666,0.02429731626616749,0.05392179927539641,5.74,14926.9,13212.6,1714.3,939.4,631.9,41.8,362.6,13852.4,10070.7,2048.6,8745.8,2149.8
56587,2014/11/19, Tiger Brands Ltd,37630.0,0.20070197830248884,32479.9,1995.5648425143802,788.2833333333333,-0.07653467977677386,-0.0378825404346047,5.84,30072.0,26516.0,3556.0,2696.2,2020.2,85.2,362.6,14123.7,10728.3,1532.9,9371.9,4541.2
56709,2015/05/20, Tiger Brands Ltd,29510.0,-0.1446376811594203,32122.05,1997.3409647985375,873.2333333333333,-0.027075567604201933,0.03071986308696117,5.73,15907.6,14275.3,1632.3,1639.1,1339.4,194.9,0.0,13874.2,11053.6,1313.3,9469.2,2158.8
56838,2015/11/20, Tiger Brands Ltd,35700.0,0.1939799331103679,31534.9,1564.7066514481287,997.9666666666667,-0.1322128851540616,0.08444424013974441,6.33,31557.6,27903.9,3653.7,2150.2,1727.1,254.2,71.0,13237.0,11617.3,2059.2,9017.5,4415.9
56962,2016/05/24, Tiger Brands Ltd,33704.0,0.15464200068516615,32904.083333333336,1598.326564409962,1089.9166666666667,0.15713268454782825,0.09788586943909401,7.16,15893.5,13884.3,2009.2,2259.4,1703.3,626.7,0.0,13160.6,11416.2,2033.0,7392.7,2344.3
57091,2016/11/24, Tiger Brands Ltd,39751.0,0.04188399339501481,38251.95,1050.2088964929715,931.95,0.04261528011873916,-0.04367502490147677,7.48,31697.5,27543.4,4154.1,4514.7,3305.6,671.1,0.0,13429.8,11099.1,1988.8,6506.2,4836.8
57305,2010/05/14, Vodacom Group Ltd,5550.0,0.025878003696857672,5515.416666666667,90.54136458307293,133.91666666666666,0.1351351351351351,-0.008264462809917356,6.58,58535.0,26774.0,31761.0,11238.0,4196.0,129.0,422.0,29131.0,12560.0,11590.0,15465.0,19711.0
59097,2010/02/18, Woolworths Holdings Ltd,1876.0,0.12944009632751355,1699.1166666666666,90.59260486649656,38.43333333333333,0.16737739872068236,0.003472505923686576,7.08,11696.0,7705.5,3844.3,1000.9,661.0,17.9,220.7,3532.2,5301.2,1339.9,4325.1,654.5
59226,2010/08/26, Woolworths Holdings Ltd,2258.0,0.03577981651376147,2350.7,72.09887279026233,62.05,0.16784765279007963,-0.027535341118623234,6.42,23663.0,15656.0,7737.0,1654.0,1264.0,47.0,410.0,3633.0,5377.0,1362.0,4195.0,1394.0
59348,2011/02/17, Woolworths Holdings Ltd,2429.0,-0.0440771349862259,2445.8333333333335,131.88852080792824,57.53333333333333,0.13462330177027582,0.06273168976066222,5.53,12797.0,8327.0,4360.0,1102.0,765.0,28.0,21.0,3679.0,5073.0,1300.0,3726.0,800.0
59475,2011/08/25, Woolworths Holdings Ltd,3260.0,0.15112994350282485,2937.883333333333,131.75401986813105,69.6,0.23067484662576687,-0.10564781773263794,5.49,25841.0,16683.0,8899.0,2122.0,1632.0,33.0,339.0,4155.0,4950.0,1460.0,3512.0,1471.0
59596,2012/02/16, Woolworths Holdings Ltd,4170.0,0.05569620253164557,4058.7,144.0919315776014,83.46666666666667,0.17505995203836933,0.07658268503318821,5.5,14214.0,9090.0,5047.0,1408.0,1014.0,0.0,614.0,4333.0,4885.0,919.0,4296.0,795.0
59725,2012/08/23, Woolworths Holdings Ltd,5667.0,0.18259599332220366,5225.166666666667,236.4191313107439,122.1,0.20875242632786306,0.08020747458092882,5.05,28813.0,18419.0,10185.0,2687.0,1996.0,0.0,655.0,5011.0,5034.0,1177.0,4296.0,1590.0
59845,2013/02/14, Woolworths Holdings Ltd,6227.0,-0.09094890510948905,6785.666666666667,380.03579968148875,179.41666666666666,0.2270756383491248,0.09064652967899155,5.04,16771.0,10319.0,6364.0,1698.0,1229.0,233.0,198.0,6564.0,4808.0,1845.0,4708.0,722.0
59979,2013/08/29, Woolworths Holdings Ltd,6189.0,-0.10343328987396784,6159.116666666667,221.17874447074487,217.76666666666668,0.14606560025852322,0.05684445063361649,5.09,35399.0,21674.0,13553.0,3469.0,2554.0,0.0,192.0,6778.0,5347.0,1908.0,4376.0,1542.0
60094,2014/02/13, Woolworths Holdings Ltd,5615.0,-0.18975468975468976,6701.316666666667,493.62332072984856,190.31666666666666,0.2988423864648264,0.02902452881456414,5.56,19454.0,11828.0,7554.0,2086.0,1456.0,246.0,5.0,6968.0,6007.0,1869.0,4811.0,880.0
60227,2014/08/28, Woolworths Holdings Ltd,7528.0,0.07727532913566114,7554.45,228.18060234852055,158.1,0.07505313496280563,0.01633051543189332,6.01,39944.0,24209.0,15498.0,3943.0,2769.0,246.0,60.0,8192.0,14077.0,1918.0,13399.0,2004.0
60341,2015/02/11, Woolworths Holdings Ltd,8237.0,0.012289541600098316,7951.9,372.82002292195193,231.36666666666667,0.12893043583829056,0.012971828189459286,5.88,28460.0,16243.0,11481.0,3014.0,1670.0,9984.0,270.0,16957.0,2533.0,1815.0,4489.0,1428.0
60476,2015/08/27, Woolworths Holdings Ltd,9739.0,0.061471389645776565,9741.15,318.3656795765082,263.45,0.05072389362357521,-0.0635989927469169,6.16,58069.0,33356.0,23150.0,5587.0,3307.0,10124.0,308.0,17616.0,2499.0,1815.0,4489.0,3113.0
60591,2016/02/10, Woolworths Holdings Ltd,9329.0,-0.04757529351710056,9606.65,495.71013348597467,329.28333333333336,-0.029370779290384785,-0.07181405749424842,6.93,32939.0,18821.0,13190.0,3832.0,2420.0,2545.0,25.0,38356.0,11723.0,18738.0,12293.0,2095.0
60723,2016/08/24, Woolworths Holdings Ltd,8550.0,-0.028409090909090908,8534.0,432.54548110035034,248.6,-0.1919298245614035,-0.026200058084055927,7.3,66978.0,38618.0,26386.0,6969.0,4358.0,2849.0,34.0,37001.0,10340.0,18559.0,10978.0,3670.0
