,Date,company,current_price,momentum,moving_average,moving_volatility,trading_range,target_return,exp_market_change,rates,Revenue,Cost_of_Sales,Gross_profit,Operating_profit,Net_Profit,Issue_of_shares,Share_repurchase,Non_current_assets,Current_assets,Non_current_liabilities,Current_liabilities,net_cash_op_act
87,2010/02/17, Anglogold Ashanti Ltd,29500.0,-0.1033434650455927,30598.216666666667,1854.5300020574166,850.55,0.09013559322033893,-0.016851903863900813,7.08,951.4,621.9,329.5,431.7,317.9,3.9,3.9,732.8,237.2,220.7,454.3,959.6
139,2010/05/06, Anglogold Ashanti Ltd,31150.0,0.13998170173833485,28743.15,1079.9336738108075,697.0666666666667,-0.053611556982343544,0.04432109308283518,6.58,845.3,606.0,239.3,141.3,115.0,0.3,0.0,741.4,188.0,221.0,396.3,816.6
206,2010/08/11, Anglogold Ashanti Ltd,31420.0,-0.026943326107153918,31682.016666666666,1388.4646012304531,864.9833333333333,0.050286441756842715,0.008203853325046613,6.42,991.8,609.9,381.9,-8.9,-136.0,2.6,0.0,719.6,203.3,306.8,328.0,1003.0
270,2010/11/10, Anglogold Ashanti Ltd,34987.0,0.09677115987460815,32142.716666666667,784.923381593207,705.0333333333333,-0.06036527853202622,0.13602403768068866,5.65,1066.8,665.9,400.9,138.2,44.3,559.6,0.0,753.0,248.5,412.7,197.5,1056.6
338,2011/02/16, Anglogold Ashanti Ltd,33230.0,-0.007585712579142277,32411.016666666666,1134.3662232855079,629.0166666666667,-0.061600962985254304,0.07657101343988376,5.53,1109.5,701.6,407.9,197.8,40.4,3.1,3.1,779.3,172.3,444.2,97.4,1095.5
392,2011/05/10, Anglogold Ashanti Ltd,31100.0,-0.050381679389312976,32827.566666666666,1043.2115401557182,782.2833333333333,-0.042315112540192934,-0.018848132106118028,5.45,1040.2,646.9,393.3,253.7,165.8,0.5,0.0,778.4,182.0,442.1,90.2,1012.3
451,2011/08/03, Anglogold Ashanti Ltd,30071.0,-0.02366883116883117,29729.583333333332,1207.5792466772657,654.2666666666667,0.1665391905822886,-0.06377303588748788,5.49,1154.7,641.2,513.5,352.0,319.5,0.2,0.2,799.1,209.3,443.5,86.6,1112.7
519,2011/11/08, Anglogold Ashanti Ltd,38025.0,0.16213325183374083,33865.88333333333,1804.0172787671486,1010.15,-0.07681788297172909,0.09852825525221885,5.49,1342.8,698.0,644.8,465.5,330.4,0.2,0.0,774.1,235.2,434.5,97.1,1333.6
586,2012/02/15, Anglogold Ashanti Ltd,33990.0,-0.10434782608695652,35793.566666666666,1173.794475219838,776.35,-0.22624301265077962,0.0973365093113902,5.5,1503.4,888.3,615.1,543.4,312.4,0.6,0.0,822.0,256.1,469.8,93.8,1478.9
641,2012/05/09, Anglogold Ashanti Ltd,26245.0,-0.2436599423631124,29320.433333333334,2931.435382583026,620.7833333333333,0.0667555724899982,-0.032459466527196654,5.56,1794.0,989.0,805.0,584.0,563.0,0.0,0.0,8542.0,2762.0,4580.0,980.0,1758.0
769,2012/11/07, Anglogold Ashanti Ltd,30000.0,0.06810980168761349,28634.783333333333,1100.0371194301038,803.55,-0.14633333333333332,0.070336,4.93,1664.0,1056.0,608.0,305.0,168.0,0.0,0.0,9887.0,2961.0,5411.0,1696.0,1603.0
954,2013/08/06, Anglogold Ashanti Ltd,12198.0,-0.27882227740333454,14735.7,1796.196407855235,567.3833333333333,0.251844564682735,0.018872609883287806,5.09,1301.0,1012.0,289.0,-3019.0,-2165.0,0.0,0.0,7403.0,1967.0,4004.0,2254.0,1343.0
1017,2013/11/05, Anglogold Ashanti Ltd,14901.0,0.1289491628153648,13977.983333333334,1006.1021023704596,527.1166666666667,0.10932152204550039,0.08312694314169784,5.07,1415.0,1064.0,351.0,80.0,1.0,0.0,0.0,7664.0,2311.0,5414.0,1240.0,1396.0
1088,2014/02/18, Anglogold Ashanti Ltd,19001.0,0.30420756400576565,14247.716666666667,2116.9396450379168,530.5333333333333,-0.07125940739961056,0.06724337373635769,5.56,1474.0,1042.0,432.0,235.0,-305.0,0.0,0.0,7404.0,2117.0,5331.0,1179.0,1479.0
1142,2014/05/13, Anglogold Ashanti Ltd,17739.0,0.009388869921474906,19060.866666666665,721.547852851034,589.4833333333333,0.06511077287333,0.05921587377480277,5.74,1359.0,1012.0,347.0,229.0,39.0,0.0,0.0,7584.0,1936.0,5327.0,1117.0,1288.0
1204,2014/08/08, Anglogold Ashanti Ltd,18933.0,0.07671747042766151,18008.816666666666,898.8473502428658,495.35,-0.44874029472349863,0.021225093574198176,6.01,1358.0,1064.0,294.0,175.0,-80.0,0.0,0.0,7621.0,1980.0,5450.0,1050.0,1386.0
1263,2014/10/31, Anglogold Ashanti Ltd,9350.0,-0.49731182795698925,14681.533333333333,2994.7414221113645,476.71666666666664,0.3968983957219252,-0.017804545654372006,5.9,1337.0,1052.0,285.0,149.0,41.0,0.0,0.0,7467.0,1843.0,5295.0,1005.0,1358.0
1339,2015/02/20, Anglogold Ashanti Ltd,13671.0,0.28971698113207545,11811.35,1825.1049268648862,479.85,-0.11016019310950187,0.03266935786292546,5.88,1324.0,1061.0,263.0,-35.0,-58.0,0.0,0.0,7485.0,1649.0,5279.0,984.0,1318.0
1390,2015/05/08, Anglogold Ashanti Ltd,13332.0,-0.06046511627906977,12685.533333333333,1095.5364674036007,495.28333333333336,-0.4344434443444345,0.04661192306854566,5.73,1122.0,870.0,252.0,142.0,-1.0,0.0,0.0,6933.0,1441.0,5176.0,787.0,1091.0
1458,2015/08/14, Anglogold Ashanti Ltd,8059.0,-0.3408849268013413,10046.7,1543.9303279700457,423.55,0.22633081027422763,-0.06037649695938233,6.16,1059.0,830.0,229.0,110.0,-17.0,0.0,0.0,6417.0,1411.0,5284.0,673.0,1078.0
1517,2015/11/06, Anglogold Ashanti Ltd,9785.0,0.179057717797325,11105.833333333334,1120.7968739994817,664.5166666666667,0.49361267245784357,0.041369534401919095,6.33,987.0,830.0,157.0,-95.0,-76.0,0.0,0.0,5709.0,1717.0,4033.0,715.0,986.0
1589,2016/02/19, Anglogold Ashanti Ltd,17005.0,0.79,12655.7,2669.1091594544278,778.5666666666667,0.31714201705380773,-0.07318321392016376,6.93,1061.0,812.0,249.0,120.0,65.0,0.0,0.0,5934.0,1350.0,4110.0,707.0,1060.0
1947,2010/03/04, Aspen Pharmacare Holdings Ltd,7684.0,0.1136231884057971,7038.716666666666,329.6539064270265,195.33333333333334,0.020171785528370734,0.01688801442859485,6.95,4576.0,2441.1,2134.9,1314.2,840.8,4587.6,0.0,11563.7,6552.8,3820.7,4583.2,1482.0
2081,2010/09/16, Aspen Pharmacare Holdings Ltd,9103.0,0.15961783439490446,8115.333333333333,431.6604388443317,205.23333333333332,0.027133911897176732,0.03814846312720204,6.08,10146.6,5542.3,4604.3,2614.9,1969.3,4592.8,13.6,12178.3,7622.6,3084.8,5829.9,3269.5
2199,2011/03/04, Aspen Pharmacare Holdings Ltd,7930.0,-0.16526315789473683,8741.616666666667,480.04142094117117,192.4,0.08133669609079441,0.03208480062604489,5.5,5989.8,3380.9,2608.9,1613.9,672.5,7.4,20.1,11316.6,9326.4,3261.1,6119.7,1808.4
2329,2011/09/14, Aspen Pharmacare Holdings Ltd,8775.0,0.032474408753971055,8335.366666666667,238.54374339757064,240.63333333333333,0.06552706552706544,-0.009011282125220777,5.49,12383.2,6769.7,5613.5,3149.0,2655.3,10.0,26.2,17423.1,8959.8,5302.2,8207.8,3845.0
2451,2012/03/08, Aspen Pharmacare Holdings Ltd,10900.0,0.12371134020618557,10111.883333333333,383.56680595797354,207.83333333333334,0.1096330275229358,0.03825779870512066,5.54,7504.9,3929.1,3575.8,2000.5,2909.5,200.0,18.6,19644.1,10100.7,7513.8,6460.0,2308.2
2580,2012/09/13, Aspen Pharmacare Holdings Ltd,14120.0,0.1275253533498363,13592.933333333332,776.9716061969356,296.75,0.09872521246458921,0.030342450160980843,4.94,15255.8,7979.5,7276.3,3940.6,4295.4,401.9,19.3,21286.6,10431.9,7000.1,7320.3,4746.0
2701,2013/03/08, Aspen Pharmacare Holdings Ltd,19350.0,0.2357110926623667,16684.083333333332,675.0568913041888,427.1,-0.019431524547803614,0.04867565055762082,5.05,8997.1,4630.0,4367.1,2485.3,2300.4,16.3,21.1,25442.2,11720.0,6980.3,11205.9,2855.9
2829,2013/09/12, Aspen Pharmacare Holdings Ltd,26400.0,0.31343283582089554,22634.766666666666,1420.823518265638,710.1833333333333,-0.008030303030303054,0.09516890664729385,5.06,19308.0,10077.3,9230.7,5043.3,6078.2,936.0,21.1,29644.7,15777.0,9757.5,12865.3,5960.1
2950,2014/03/07, Aspen Pharmacare Holdings Ltd,28599.0,0.08165658093797278,26172.616666666665,1005.5085582603809,601.9333333333333,-0.009790552117206919,0.0853959150820002,5.73,11976.3,6398.7,5577.6,2880.1,3101.4,1.6,22.3,49741.1,30813.2,38349.2,17037.1,3278.3
3077,2014/09/11, Aspen Pharmacare Holdings Ltd,34360.0,0.13489232395296605,30102.85,1290.3835433636325,667.4666666666667,0.15826542491268913,-0.010371744005520097,6.0,29515.1,15793.2,13721.9,7424.8,6915.4,2.7,22.3,51334.6,31212.8,37629.3,16042.0,7911.2
3198,2015/03/06, Aspen Pharmacare Holdings Ltd,43300.0,0.10281944833558312,41836.683333333334,1589.6987614832024,894.4833333333333,-0.19127020785219395,0.06802041973908111,5.8,18033.3,9562.3,8471.0,4318.4,2751.6,0.2,21.7,54433.5,31473.3,37789.5,17374.5,4916.9
3326,2015/09/10, Aspen Pharmacare Holdings Ltd,32250.0,-0.10416666666666667,35546.75,1699.2728417410838,900.85,-0.04189147286821704,-0.04099003004048936,6.24,36126.6,18872.4,17254.2,8449.9,5201.4,4.9,22.7,55680.2,29847.3,32477.3,21778.5,9506.8
3448,2016/03/04, Aspen Pharmacare Holdings Ltd,30700.0,-0.001138766878151944,27633.816666666666,1928.8235941488156,1007.3333333333334,0.04234527687296419,0.03619209824529951,7.04,17512.3,8682.4,8829.9,6088.4,10044.2,0.0,35.6,69497.7,35819.4,21937.2,40181.1,4997.2
3579,2016/09/15, Aspen Pharmacare Holdings Ltd,33826.0,-0.07071428571428572,36645.46666666667,1435.404478124498,881.6666666666666,-0.20179743392656535,-0.03778111570075521,7.29,35600.0,17700.0,17900.0,9000.0,9400.0,0.0,100.0,67100.0,37100.0,40700.0,21100.0,9800.0
3789,2010/02/23, African Rainbow Minerals Ltd,17868.0,0.10637770897832817,16982.3,831.091630510795,603.0,-0.038168793373628884,-0.022060311677798018,7.08,4386.0,3088.0,1298.0,744.0,452.0,90.0,25.0,19001.0,6265.0,5676.0,2845.0,895.0
3918,2010/08/31, African Rainbow Minerals Ltd,15428.0,-0.1019790454016298,16526.2,753.6183181767434,563.3833333333333,0.24449053668654397,0.02219104706032394,6.42,11423.0,7480.0,3943.0,2920.0,1812.0,91.0,0.0,12347.0,7943.0,6043.0,3661.0,3430.0
4045,2011/03/01, African Rainbow Minerals Ltd,20900.0,-0.009478672985781991,21587.35,716.1557406844637,535.4666666666667,-0.022727272727272707,0.015271493212669683,5.5,6924.0,3940.0,2984.0,2534.0,1558.0,91.0,0.0,21649.0,7864.0,6507.0,3168.0,2049.0
4169,2011/09/01, African Rainbow Minerals Ltd,18489.0,-0.05184615384615385,18419.566666666666,866.9481122758112,625.85,-0.08253556168532639,-0.017502130076682762,5.49,15357.0,8952.0,6405.0,5322.0,3311.0,74.0,0.0,23291.0,9018.0,6457.0,3737.0,5898.0
4293,2012/02/28, African Rainbow Minerals Ltd,18900.0,0.050058336574254125,18062.516666666666,913.5662007251624,461.03333333333336,-0.08730158730158732,0.04202369166695115,5.5,9093.0,5439.0,3654.0,3084.0,1983.0,74.0,0.0,25024.0,9266.0,6329.0,4173.0,2561.0
4422,2012/09/04, African Rainbow Minerals Ltd,14700.0,-0.14534883720930233,16192.45,861.1063719996422,477.3,0.20408163265306123,0.0393313336254255,4.94,18142.0,11463.0,6679.0,5216.0,3438.0,296.0,0.0,25662.0,9654.0,6885.0,4026.0,5969.0
4543,2013/02/27, African Rainbow Minerals Ltd,18805.0,0.056460674157303374,19409.733333333334,866.4985621408055,516.1666666666666,-0.07216165913320927,0.02649534780682322,5.04,9145.0,6317.0,2828.0,2061.0,1406.0,296.0,0.0,26946.0,10163.0,8327.0,3881.0,1665.0
4671,2013/09/03, African Rainbow Minerals Ltd,19553.0,0.15316112290634584,16547.75,1562.5902943402123,623.55,-0.06275251879506982,0.091628381827463,5.06,20519.0,13115.0,7404.0,5537.0,1634.0,200.0,0.0,25387.0,12543.0,8235.0,4423.0,6312.0
4922,2014/09/05, African Rainbow Minerals Ltd,16863.0,-0.10749444268021593,18893.3,584.3452456397665,492.0,-0.2496590167823044,0.015836162523272367,6.0,10863.0,7531.0,3332.0,1671.0,3289.0,229.0,75.0,30077.0,6381.0,4889.0,3370.0,2073.0
5054,2015/03/17, African Rainbow Minerals Ltd,9200.0,-0.2038767739702319,12042.05,985.4458067979986,586.0,0.006521739130434856,0.06491385457640375,5.8,5210.0,4011.0,1199.0,609.0,801.0,229.0,75.0,30522.0,5913.0,4936.0,3885.0,1485.0
5424,2016/09/09, African Rainbow Minerals Ltd,9183.0,0.12730174318684018,9436.7,599.8273847746801,456.5833333333333,0.1300228683436786,0.0027479015049054335,7.29,9600.0,8147.0,1453.0,219.0,-565.0,191.0,0.0,30591.0,4533.0,6850.0,3696.0,1225.0
5656,2010/03/19, Barclays Africa Group Ltd,13504.0,0.10003258390355164,12673.116666666667,353.06743446095436,260.15,-0.11922393364928907,0.01812807881773399,6.95,65247.0,43393.0,21854.0,12887.0,6840.0,2625.0,1172.0,663200.0,54540.0,567347.0,93903.0,5011.0
5901,2011/03/10, Barclays Africa Group Ltd,12062.0,-0.04663294340815681,12792.25,452.724281902048,233.86666666666667,0.06110097827889249,-0.027085742317530397,5.5,54241.0,30901.0,23340.0,17335.0,8118.0,31.0,283.0,656256.0,54540.0,572955.0,81351.0,2202.0
6162,2012/03/28, Barclays Africa Group Ltd,14940.0,0.044755244755244755,15052.4,387.6838743625084,288.1,-0.08594377510040163,0.014606703494086149,5.54,51221.0,26792.0,24429.0,19348.0,9791.0,166.0,281.0,643894.0,72576.0,589580.0,64741.0,8305.0
6381,2013/02/12, Barclays Africa Group Ltd,15711.0,0.18573584905660379,15111.183333333332,1083.8987927559933,339.43333333333334,-0.0845904143593661,0.1076655158718035,5.04,50766.0,26655.0,24111.0,15821.0,9812.0,0.0,211.0,718698.0,89241.0,643571.0,91574.0,5577.0
6723,2014/07/01, Barclays Africa Group Ltd,16300.0,0.09395973154362416,15587.916666666666,375.18132527643763,400.55,-0.030858895705521472,0.060985873842724234,6.03,38850.0,14653.0,24197.0,9259.0,6166.0,0.0,76.0,869625.0,108178.0,778086.0,113435.0,6753.0
6894,2015/03/04, Barclays Africa Group Ltd,18700.0,0.05346177680130697,18472.266666666666,695.1638720759087,529.2833333333333,-0.04438502673796796,0.0633263426643567,5.8,65646.0,30045.0,35601.0,27524.0,13216.0,0.0,46.0,855175.0,136239.0,795143.0,105326.0,18233.0
7143,2016/03/01, Barclays Africa Group Ltd,13889.0,-0.09352564939302963,14037.416666666666,891.9293939462566,781.4166666666666,0.05083159334725318,0.007212080234392608,7.04,73603.0,35196.0,38407.0,20155.0,14331.0,0.0,9.0,997735.0,146869.0,888039.0,157918.0,16357.0
7584,2010/08/26, BHP Billiton PLC,20569.5,-0.024008920310312924,21447.391666666666,971.9960813361309,324.34166666666664,0.252485476068937,-0.027535341118623234,6.42,52798.0,33295.0,19503.0,20031.0,12722.0,12.0,0.0,63718.0,25134.0,26481.0,13042.0,17920.0
7705,2011/02/16, BHP Billiton PLC,28685.0,0.10774280749179378,27178.716666666667,1126.294687657872,451.2,-0.06813665678926273,0.07657101343988376,5.53,34166.0,19930.0,14236.0,14515.0,10524.0,18.0,582.0,67694.0,30578.0,27402.0,13877.0,12193.0
7834,2011/08/25, BHP Billiton PLC,22822.0,-0.15767328559828744,25020.341666666667,1493.9057995954697,593.0416666666666,0.07965997721496798,-0.10564781773263794,5.49,71739.0,40454.0,31285.0,31816.0,23648.0,32.0,10329.0,77611.0,25280.0,25403.0,19733.0,30080.0
7950,2012/02/09, BHP Billiton PLC,25572.0,0.026246087165904167,25032.191666666666,1127.463164461505,536.3333333333334,0.10945565462224316,0.03979168084961536,5.5,37480.0,22150.0,15330.0,15689.0,9941.0,18.0,83.0,104613.0,19354.0,36609.0,19354.0,12280.0
8006,2013/08/21, BHP Billiton PLC,28117.0,0.06322556248818302,24895.191666666666,1635.3445992829716,438.4916666666667,0.04445709001671583,0.03771230126431168,5.09,65968.0,50873.0,15095.0,19225.0,11039.0,21.0,445.0,118323.0,19786.0,45702.0,20372.0,18252.0
8131,2014/02/19, BHP Billiton PLC,33058.0,0.13632613776983363,29856.4,1266.4684275442469,612.2833333333333,-0.048430032064855744,0.0727104115494511,5.56,33948.0,22674.0,11274.0,12933.0,8107.0,9.0,290.0,126419.0,24598.0,48643.0,20093.0,11859.0
8254,2014/08/20, BHP Billiton PLC,32879.0,0.03409341091366567,33063.316666666666,1221.5036370438222,539.9166666666666,-0.16974360534079502,0.0282,6.01,67206.0,46513.0,20693.0,23412.0,13877.0,14.0,0.0,129117.0,22296.0,47967.0,18064.0,25364.0
8384,2015/02/25, BHP Billiton PLC,27140.0,0.04856469497353475,23749.333333333332,1497.6671765620233,720.0333333333333,-0.06057479734708915,0.04178680743468039,5.88,29900.0,21862.0,8038.0,8817.0,4265.0,3.0,338.0,127180.0,18901.0,46481.0,13350.0,10423.0
8508,2015/08/26, BHP Billiton PLC,20648.0,-0.19008394131952616,23815.8,1476.0358591941388,700.0166666666667,-0.07041844246416118,-0.07518049370974017,6.16,44636.0,37010.0,7626.0,8670.0,1910.0,9.0,355.0,108211.0,16369.0,41182.0,12853.0,19296.0
8634,2016/02/24, BHP Billiton PLC,14933.0,-0.14173228346456693,15999.916666666666,966.2521917293548,770.6666666666666,0.2964575102122815,-0.08501667204474561,6.93,15712.0,21998.0,-6286.0,-7030.0,-5669.0,0.0,69.0,100286.0,18383.0,45601.0,11638.0,5260.0
8751,2016/08/17, BHP Billiton PLC,18250.0,-0.020344623973374845,18241.15,618.43566523389,592.7,0.22021917808219182,-0.03933712401445814,7.3,30912.0,35487.0,-4575.0,-6207.0,-6385.0,0.0,106.0,101239.0,17714.0,46542.0,12340.0,10625.0
9236,2011/02/25, British American Tobacco PLC,27575.0,0.06467181467181467,26613.216666666667,1008.0599607479796,443.43333333333334,0.1211242067089755,0.03814458958580733,5.53,14883.0,3695.0,11188.0,4318.0,2879.0,3.0,66.0,12458.0,3608.0,8916.0,1334.0,4490.0
9337,2011/07/27, British American Tobacco PLC,31379.0,0.09144347826086957,30187.316666666666,686.1018230420425,396.81666666666666,0.13515408394148953,-0.020130955697966007,5.49,7438.0,1716.0,5722.0,2691.0,1870.0,34.0,439.0,19476.0,8333.0,10498.0,8269.0,1514.0
9484,2012/02/24, British American Tobacco PLC,37701.0,0.026436155731010075,37601.88333333333,879.4581361702096,688.2666666666667,0.05832736532187477,0.03759782238856754,5.5,15399.0,3507.0,11892.0,4721.0,3095.0,28.0,878.0,18624.0,8495.0,10798.0,7847.0,4566.0
9566,2012/06/26, British American Tobacco PLC,42179.0,0.08708762886597939,40227.433333333334,787.8536250232002,623.9,0.03089215012209867,-0.005210768922439709,5.58,7452.0,1770.0,5682.0,2470.0,1929.0,24.0,797.0,18125.0,8809.0,11771.0,7636.0,1182.0
9738,2013/03/01, British American Tobacco PLC,47610.0,0.02046940306505198,45320.86666666667,1238.3102958060933,691.5833333333334,0.16920814954841412,0.046012179694625045,5.05,15190.0,3445.0,11745.0,5412.0,3841.0,20.0,1379.0,18141.0,9186.0,11406.0,8142.0,4427.0
9819,2013/07/01, British American Tobacco PLC,51840.0,0.04682861816199188,52203.6,2202.641989882152,982.6166666666667,0.020061728395061706,0.0343868890839918,5.12,7572.0,1678.0,5894.0,2807.0,2040.0,27.0,920.0,18568.0,9299.0,12257.0,8344.0,1319.0
9986,2014/02/27, British American Tobacco PLC,57350.0,0.057669254744296704,55016.61666666667,1394.5609611245652,1031.3833333333334,0.12008718395815166,0.0800896107532904,5.56,15260.0,3348.0,11912.0,5526.0,3904.0,22.0,1583.0,17363.0,9518.0,11510.0,8436.0,4436.0
10066,2014/06/30, British American Tobacco PLC,63425.0,0.07880323853585522,61677.2,1991.6658626571436,923.7666666666667,0.03605833661805291,0.055005954016671244,5.79,6798.0,1498.0,5300.0,2458.0,1747.0,16.0,849.0,17049.0,8629.0,10748.0,9179.0,1170.0
10235,2015/02/27, British American Tobacco PLC,67641.0,0.051681514996035266,64168.45,1765.8591458213057,1276.7166666666667,0.011708874794873037,0.08576894707726351,5.88,13971.0,3088.0,10883.0,4546.0,3115.0,14.0,852.0,17035.0,9132.0,11584.0,8769.0,3716.0
10317,2015/06/30, British American Tobacco PLC,65622.0,0.043275039745627984,66619.38333333333,1488.7764296038872,1188.0833333333333,0.1295602084666727,-0.003254941691276325,5.76,6398.0,1489.0,4909.0,2347.0,2645.0,25.0,59.0,20504.0,8171.0,20504.0,8171.0,1355.0
10485,2016/02/26, British American Tobacco PLC,86781.0,0.0346467958271237,85334.4,1842.3965987590643,1931.25,0.10687823371475313,-0.049372820035096084,6.93,13104.0,3217.0,9887.0,4557.0,4290.0,22.0,46.0,21701.0,9814.0,21701.0,9794.0,4720.0
10567,2016/06/29, British American Tobacco PLC,93303.0,0.09007745960534155,90862.68333333333,3183.906003699812,1771.8166666666666,-0.0627203841248406,-0.004724103714569222,7.2,6669.0,1630.0,5039.0,2213.0,2671.0,13.0,65.0,25550.0,10689.0,18200.0,11787.0,1054.0
10888,2012/08/01, Capital & Counties Properties PLC,2737.0,0.09523809523809523,2634.8333333333335,101.86617453367455,33.166666666666664,0.14797223237120938,0.03733234230886179,5.05,56.5,16.1,40.4,113.3,95.2,0.0,0.0,1652.2,94.7,370.6,189.8,6.1
11034,2013/03/01, Capital & Counties Properties PLC,3585.0,0.04427614331488494,3437.5666666666666,48.17284088440368,77.93333333333334,0.3924686192468618,0.046012179694625045,5.05,115.3,32.2,83.1,269.6,240.0,145.0,1.0,1630.7,294.8,299.3,148.4,4.8
11138,2013/08/01, Capital & Counties Properties PLC,5467.0,0.2121951219512195,5045.35,229.13084301409648,100.1,0.02890067678800068,0.0397489539748954,5.09,54.5,14.3,40.2,212.6,212.3,0.0,0.0,1934.9,307.0,293.4,217.7,5.2
11281,2014/02/26, Capital & Counties Properties PLC,6780.0,0.2273714699493121,6193.011166666666,547.566746050193,196.53333333333333,-0.12743362831858407,0.06083735829224956,5.56,118.8,29.1,89.7,351.9,338.4,0.0,0.0,2102.0,180.5,385.2,85.2,8.5
11531,2015/02/27, Capital & Counties Properties PLC,7300.0,0.12307692307692308,6679.7,203.6981232700928,142.96666666666667,0.0652054794520549,0.08576894707726351,5.88,110.6,30.3,80.3,474.2,448.6,252.1,0.0,2917.5,159.7,449.4,121.5,15.0
11635,2015/07/30, Capital & Counties Properties PLC,9037.0,0.25339805825242717,8155.283333333334,417.33099052161856,137.76666666666668,0.01958614584486007,-0.03686348016244923,6.03,52.0,11.8,40.2,280.6,263.9,0.1,0.0,3720.6,109.2,483.9,141.0,-1.8
11780,2016/02/25, Capital & Counties Properties PLC,6950.0,-0.2702645947081058,9011.4,902.4086450782155,262.6,0.14446043165467626,-0.07813609276509692,6.93,114.9,24.4,90.5,472.0,431.1,0.1,0.0,4037.6,114.7,630.3,119.2,-2.3
11883,2016/07/27, Capital & Counties Properties PLC,5408.0,-0.26271301976823447,6748.45,1024.4355771325686,223.48333333333332,-0.08912721893491127,0.024675494381043644,7.35,58.4,11.7,46.7,-162.6,-109.0,0.0,0.0,3940.5,86.4,702.5,93.4,-6.0
12191,2010/05/28, Compagnie Financiere Richemont SA DRC,2504.0,-0.04790874524714829,2755.65,109.76289160222605,67.8,0.1437699680511182,-0.02245243469848436,6.58,5176.0,1985.0,3191.0,830.0,599.0,66.0,119.0,2149.0,5580.0,464.0,1605.0,1378.0
12435,2011/05/20, Compagnie Financiere Richemont SA DRC,4388.0,0.05227817745803357,4034.5833333333335,185.46417184876404,91.15,-0.103236098450319,-0.027009624508607836,5.45,6892.0,2498.0,4394.0,1355.0,1090.0,26.0,103.0,2659.0,7034.0,488.0,2213.0,1493.0
12683,2012/05/17, Compagnie Financiere Richemont SA DRC,5039.0,0.10820321090829119,4759.05,123.98816578300841,97.18333333333334,0.0037705894026591746,-0.015910898965791568,5.56,8867.0,3216.0,5651.0,2040.0,1544.0,78.0,268.0,3158.0,8595.0,413.0,2722.0,1482.0
12934,2013/05/17, Compagnie Financiere Richemont SA DRC,8638.0,0.19722799722799722,7324.816666666667,371.12163895947623,183.73333333333332,0.17156749247511005,0.01866659313995809,5.03,10150.0,3631.0,6519.0,2426.0,2013.0,155.0,206.0,3944.0,10553.0,826.0,3456.0,1568.0
13181,2014/05/16, Compagnie Financiere Richemont SA DRC,10503.0,-0.03968181402578404,10412.2,251.63255427890277,178.66666666666666,-0.03180043797010379,0.04462895692786715,5.74,10649.0,3898.0,6751.0,2419.0,2072.0,172.0,81.0,4092.0,11826.0,847.0,3113.0,2494.0
13685,2016/05/20, Compagnie Financiere Richemont SA DRC,9288.0,-0.07351620947630923,9808.066666666668,342.69558892218953,246.83333333333334,-0.11143410852713176,0.07587888827535431,7.16,11076.0,3958.0,7118.0,2061.0,2227.0,50.0,144.0,5767.0,14358.0,882.0,4196.0,1964.0
14268,2011/04/21, Discovery Holdings Ltd,3661.0,-0.06463975472662238,3729.7,74.43579875026848,80.1,0.0636438131658017,0.033195597069342685,5.46,22122.0,17950.0,4172.0,-25.0,594.0,0.0,0.0,2408.0,12200.0,6847.0,2945.0,13.0
14518,2012/04/25, Discovery Holdings Ltd,5169.0,0.14485049833887043,4903.833333333333,189.31420986417825,89.55,0.03946604759141037,-0.006205877524216056,5.56,24973.0,20509.0,4464.0,-78.0,570.0,0.0,0.0,0.0,10580.0,7419.0,3161.0,-47.0
15107,2014/09/03, Discovery Holdings Ltd,9908.0,0.12450346158211327,9373.933333333332,223.48532478783252,185.3,0.08861526039563983,0.015089972047519218,6.0,23090.0,11718.0,11372.0,5058.0,3246.0,1136.0,24.0,40159.0,32037.0,51033.0,3752.0,8412.0
15265,2015/04/22, Discovery Holdings Ltd,13401.0,0.19812248547161376,12242.233333333334,856.2628965584811,362.8,0.049100813372136454,0.09290357529794149,5.8,36111.0,29491.0,6620.0,753.0,1537.0,0.0,0.0,0.0,16787.0,11653.0,5134.0,800.0
15506,2016/04/08, Discovery Holdings Ltd,11844.0,0.006543723973825104,11917.516666666666,548.2439606558477,473.46666666666664,-0.009287402904424202,0.045379801763120634,7.18,40067.0,34504.0,5563.0,507.0,1276.0,0.0,0.0,1.0,18898.0,-4071.0,5970.0,556.0
15608,2016/09/06, Discovery Holdings Ltd,12672.0,0.031166083489299373,12248.35,343.26566402981354,336.6666666666667,-0.10827020202020199,0.011579604399388734,7.29,33074.0,4316.0,28758.0,5803.0,3655.0,5000.0,94.0,99561.0,19016.0,79273.0,8697.0,985.0
15828,2010/02/26, Exxaro Resources Ltd,11500.0,0.2208067940552017,10304.566666666668,728.0094841686777,333.01666666666665,-0.04347826086956519,-0.03947738693467337,7.08,15009.0,14705.0,304.0,1789.0,1023.0,53.0,0.0,15809.0,7334.0,7270.0,3001.0,2117.0
15941,2010/08/12, Exxaro Resources Ltd,11450.0,0.03153153153153153,11376.316666666668,521.0625224096278,370.6666666666667,0.213886462882096,-0.012068197464868586,6.42,7852.0,6489.0,1363.0,2760.0,2408.0,69.0,0.0,17433.0,8208.0,7473.0,3021.0,1930.0
